,S11,S12,S13,S14,S21,S22,S23,S24,S31,S32,S33,S34,S41,S42,S43,S44,wavelength
108,(-2.3248544263176498e-05-0.0002142872446215932j),(0.0002754498645128781+0.0002592230859466551j),(-0.0757057581577225+0.042556385107623336j),(0.6199704973442713+0.7798751850439898j),(0.0002778944249142362+0.0002591438542500651j),(0.007995135857152308-0.002841020785972907j),(-0.34359907618704466-0.9333577118378059j),(0.07571514267086385-0.04255346683531039j),(0.07571514267086385-0.04255346683531039j),(-0.34359907618704466-0.9333577118378059j),(0.007995135857152308-0.002841020785972907j),(0.0002778944249142362+0.0002591438542500651j),(0.6199704973442713+0.7798751850439898j),(-0.0757057581577225+0.042556385107623336j),(0.0002754498645128781+0.0002592230859466551j),(-2.3248544263176498e-05-0.0002142872446215932j),1.545131025558072
109,(0.00012975347979851402-0.0002024438016757696j),(0.00017425209741113706+0.00033149763480266593j),(-0.08210885774720934+0.02755206135511792j),(0.49924812718950523+0.8618701531876858j),(0.00017662725233694087+0.00033158819966236375j),(0.008628695851456996-0.0009647445696917073j),(-0.122022679393568-0.9864720094999626j),(0.08212390909672983-0.027557455661054615j),(0.08212390909672983-0.027557455661054615j),(-0.122022679393568-0.9864720094999626j),(0.008628695851456996-0.0009647445696917073j),(0.00017662725233694087+0.00033158819966236375j),(0.49924812718950523+0.8618701531876858j),(-0.08210885774720934+0.02755206135511792j),(0.00017425209741113706+0.00033149763480266593j),(0.00012975347979851402-0.0002024438016757696j),1.5446313065976713
110,(0.0001642409000225295-0.00027410596060451327j),(5.474267195195566e-05+0.00036294542049769416j),(-0.08551105686423292+0.011760188725012749j),(0.3686305737561633+0.9258176637161266j),(5.715175066530275e-05+0.00036312234832921287j),(0.008569770716417345+0.0008285803379167725j),(0.10565155568156383-0.9890755074111552j),(0.08551517781873093-0.011761796954053421j),(0.08551517781873093-0.011761796954053421j),(0.10565155568156383-0.9890755074111552j),(0.008569770716417345+0.0008285803379167725j),(5.715175066530275e-05+0.00036312234832921287j),(0.3686305737561633+0.9258176637161266j),(-0.08551105686423292+0.011760188725012749j),(5.474267195195566e-05+0.00036294542049769416j),(0.0001642409000225295-0.00027410596060451327j),1.5441319107662466
111,(0.00020211579386068452-0.00016440832889599315j),(-6.5454960954891e-05+0.0003503784531160654j),(-0.08589174249660216-0.00445537070471468j),(0.22980736708086708+0.9692016947832464j),(-6.316763005904075e-05+0.00035060631944575023j),(0.007735763871178989+0.0025789611340035702j),(0.32720180207576655-0.9388251626480862j),(0.08590316014570358+0.00446359634114595j),(0.08590316014570358+0.00446359634114595j),(0.32720180207576655-0.9388251626480862j),(0.007735763871178989+0.0025789611340035702j),(-6.316763005904075e-05+0.00035060631944575023j),(0.22980736708086708+0.9692016947832464j),(-0.08589174249660216-0.00445537070471468j),(-6.5454960954891e-05+0.0003503784531160654j),(0.00020211579386068452-0.00016440832889599315j),1.5436328377504847
112,(0.00033411121695900897-0.00015380882454137725j),(-0.00017057606413887398+0.0002963104350466787j),(-0.08333552474170572-0.020332535641332104j),(0.08571121454278205+0.9926866947406257j),(-0.00016832707530436638+0.0002967263453615115j),(0.006543970777788489+0.0038982274210564395j),(0.532810065368351-0.8396243213712409j),(0.08334813673490106+0.020332413570039332j),(0.08334813673490106+0.020332413570039332j),(0.532810065368351-0.8396243213712409j),(0.006543970777788489+0.0038982274210564395j),(-0.00016832707530436638+0.0002967263453615115j),(0.08571121454278205+0.9926866947406257j),(-0.08333552474170572-0.020332535641332104j),(-0.00017057606413887398+0.0002963104350466787j),(0.00033411121695900897-0.00015380882454137725j),1.54313408723748
113,(0.00029560517314651514-0.0001331775824797158j),(-0.00024692910898108355+0.000211126917201502j),(-0.07776325103636983-0.03539523691770425j),(-0.05943069815058686+0.9946349518645693j),(-0.0002446509675015931+0.00021153609417191196j),(0.004897302725283087+0.004518718297115413j),(0.7095395402080069-0.6970678977309129j),(0.07776441626735439+0.03540152942184793j),(0.07776441626735439+0.03540152942184793j),(0.7095395402080069-0.6970678977309129j),(0.004897302725283087+0.004518718297115413j),(-0.0002446509675015931+0.00021153609417191196j),(-0.05943069815058686+0.9946349518645693j),(-0.07776325103636983-0.03539523691770425j),(-0.00024692910898108355+0.000211126917201502j),(0.00029560517314651514-0.0001331775824797158j),1.542635658914729
114,(0.00036741004779063834+3.633823074205509e-05j),(-0.0002846359729657344+0.00010789733217013724j),(-0.06957491857286621-0.04919364296412356j),(-0.2040968198958536+0.9749797354810676j),(-0.0002824881119534971+0.00010837281072243265j),(0.0032009795232068737+0.004667518090674163j),(0.8492860738158021-0.5167867429664417j),(0.06958317111758035+0.04920378478777646j),(0.06958317111758035+0.04920378478777646j),(0.8492860738158021-0.5167867429664417j),(0.0032009795232068737+0.004667518090674163j),(-0.0002824881119534971+0.00010837281072243265j),(-0.2040968198958536+0.9749797354810676j),(-0.06957491857286621-0.04919364296412356j),(-0.0002846359729657344+0.00010789733217013724j),(0.00036741004779063834+3.633823074205509e-05j),1.5421375524701326
115,(0.00037482049161167963+3.321988428620815e-05j),(-0.0002818328599003301+2.4194733016460624e-06j),(-0.05899352029765149-0.06107105547453996j),(-0.3441263466642655+0.9353420202531163j),(-0.00027965089380947993+3.0769149733335325e-06j),(0.0018154819542138692+0.004085244930743639j),(0.9452123931238747-0.31029658858401316j),(0.059000775377228025+0.06107394052349514j),(0.059000775377228025+0.06107394052349514j),(0.9452123931238747-0.31029658858401316j),(0.0018154819542138692+0.004085244930743639j),(-0.00027965089380947993+3.0769149733335325e-06j),(-0.3441263466642655+0.9353420202531163j),(-0.05899352029765149-0.06107105547453996j),(-0.0002818328599003301+2.4194733016460624e-06j),(0.00037482049161167963+3.321988428620815e-05j),1.5416397675919948
116,(0.0002674288939262753+0.00014168695034458617j),(-0.00024131727194741175-8.874086245067069e-05j),(-0.046338384525387466-0.07080612418528899j),(-0.4764460502759722+0.8748688054988246j),(-0.00023913101077718542-8.809569686781354e-05j),(0.0006600185249402058+0.003065705699641513j),(0.9904610891905813-0.0873658235439785j),(0.04633719679456163+0.07081489572602764j),(0.04633719679456163+0.07081489572602764j),(0.9904610891905813-0.0873658235439785j),(0.0006600185249402058+0.003065705699641513j),(-0.00023913101077718542-8.809569686781354e-05j),(-0.4764460502759722+0.8748688054988246j),(-0.046338384525387466-0.07080612418528899j),(-0.00024131727194741175-8.874086245067069e-05j),(0.0002674288939262753+0.00014168695034458617j),1.5411423039690224
117,(0.00029667288173842305+0.00022611655608685167j),(-0.0001720426241100228-0.00015383179192672393j),(-0.03224186897702457-0.07798538515596297j),(-0.5994543431777573+0.7960039745202043j),(-0.0001699813119158565-0.00015305032767610276j),(0.0001662234185436181+0.0019311790623847396j),(0.9846095423232889+0.14086908802858286j),(0.03224662598268527+0.07799751200878997j),(0.03224662598268527+0.07799751200878997j),(0.9846095423232889+0.14086908802858286j),(0.0001662234185436181+0.0019311790623847396j),(-0.0001699813119158565-0.00015305032767610276j),(-0.5994543431777573+0.7960039745202043j),(-0.03224186897702457-0.07798538515596297j),(-0.0001720426241100228-0.00015383179192672393j),(0.00029667288173842305+0.00022611655608685167j),1.5406451612903227
118,(0.00019152830765547556+0.00018969737804993878j),(-8.822923772171749e-05-0.000184199609072855j),(-0.017023499828014484-0.08231199059706094j),(-0.7088257893666441+0.7004976388525376j),(-8.611031094840548e-05-0.0001832708071545497j),(0.0002097427487924779+0.0006352268167930373j),(0.926991847933431+0.3606855338457066j),(0.0170249466572715+0.08231661874923797j),(0.0170249466572715+0.08231661874923797j),(0.926991847933431+0.3606855338457066j),(0.0002097427487924779+0.0006352268167930373j),(-8.611031094840548e-05-0.0001832708071545497j),(-0.7088257893666441+0.7004976388525376j),(-0.017023499828014484-0.08231199059706094j),(-8.822923772171749e-05-0.000184199609072855j),(0.00019152830765547556+0.00018969737804993878j),1.5401483392454047
119,(8.677680863520746e-05+0.0002883401530026142j),(-3.963768351902916e-06-0.00017748405988673294j),(-0.0013157263660502308-0.08382430548429644j),(-0.8033642605180714+0.5891235688609086j),(-1.9152654842470633e-06-0.0001765248339824124j),(0.0005988830720263327-0.00029284649352268337j),(0.8200627341846805+0.5624001256417427j),(0.0013101151525090743+0.08383393684044413j),(0.0013101151525090743+0.08383393684044413j),(0.8200627341846805+0.5624001256417427j),(0.0005988830720263327-0.00029284649352268337j),(-1.9152654842470633e-06-0.0001765248339824124j),(-0.8033642605180714+0.5891235688609086j),(-0.0013157263660502308-0.08382430548429644j),(-3.963768351902916e-06-0.00017748405988673294j),(8.677680863520746e-05+0.0002883401530026142j),1.5396518375241781
120,(8.428466397211292e-05+0.0002447812987440498j),(6.568353992475157e-05-0.00013866870836282805j),(0.014271056023801262-0.08229857057212377j),(-0.8811414384286768+0.46597337476576967j),(6.762738138761942e-05-0.0001375239860330318j),(0.0014547378301685814-0.0008371654565877769j),(0.6710746221536145+0.7345207954471108j),(-0.014271250766121667+0.08230948885848174j),(-0.014271250766121667+0.08230948885848174j),(0.6710746221536145+0.7345207954471108j),(0.0014547378301685814-0.0008371654565877769j),(6.762738138761942e-05-0.0001375239860330318j),(-0.8811414384286768+0.46597337476576967j),(0.014271056023801262-0.08229857057212377j),(6.568353992475157e-05-0.00013866870836282805j),(8.428466397211292e-05+0.0002447812987440498j),1.5391556558169512
121,(-7.160618979686166e-05+0.00018590544293413847j),(0.00010892115665029013-7.615441939488133e-05j),(0.02936280154790432-0.0779046767893485j),(-0.9391883560324187+0.3325415669175389j),(0.00011085346119938076-7.49332323406892e-05j),(0.0022535752002501835-0.001041093533429416j),(0.48607636340016663+0.8674979160609158j),(-0.029366564066504276+0.07790798768304363j),(-0.029366564066504276+0.07790798768304363j),(0.48607636340016663+0.8674979160609158j),(0.0022535752002501835-0.001041093533429416j),(0.00011085346119938076-7.49332323406892e-05j),(-0.9391883560324187+0.3325415669175389j),(0.02936280154790432-0.0779046767893485j),(0.00010892115665029013-7.615441939488133e-05j),(-7.160618979686166e-05+0.00018590544293413847j),1.538659793814433
122,(-9.578622412891285e-05+0.00020718442566053803j),(0.00011998407840567923-3.581266124526048e-06j),(0.04323826848704232-0.07086746267158778j),(-0.9779837059565045+0.19154522875610122j),(0.00012176577220342598-2.2982213548750067e-06j),(0.0029172036685252-0.0006522834067558168j),(0.27566062649799167+0.9558892671322762j),(-0.04324793213940852+0.07087470751907762j),(-0.04324793213940852+0.07087470751907762j),(0.27566062649799167+0.9558892671322762j),(0.0029172036685252-0.0006522834067558168j),(0.00012176577220342598-2.2982213548750067e-06j),(-0.9779837059565045+0.19154522875610122j),(0.04323826848704232-0.07086746267158778j),(0.00011998407840567923-3.581266124526048e-06j),(-9.578622412891285e-05+0.00020718442566053803j),1.5381642512077296
123,(-0.00010688550283796363+6.071379620351928e-05j),(9.710715878776801e-05+6.421925148687512e-05j),(0.05552035624548842-0.06127466115419472j),(-0.9955810199071723+0.047337977345245225j),(9.884205083252707e-05+6.564887256971449e-05j),(0.0033817768884198338-0.00010907341456169504j),(0.051291969601933544+0.9933389315168126j),(-0.05552411023371528+0.06128219039123244j),(-0.05552411023371528+0.06128219039123244j),(0.051291969601933544+0.9933389315168126j),(0.0033817768884198338-0.00010907341456169504j),(9.884205083252707e-05+6.564887256971449e-05j),(-0.9955810199071723+0.047337977345245225j),(0.05552035624548842-0.06127466115419472j),(9.710715878776801e-05+6.421925148687512e-05j),(-0.00010688550283796363+6.071379620351928e-05j),1.5376690276883453
124,(-0.0002048406645433761+1.700371812514018e-05j),(4.5987719293131715e-05+0.0001146059266269417j),(0.06583942611710111-0.049680371354020904j),(-0.9914154117854029-0.0987358287171684j),(4.764102529330841e-05+0.00011605173972635109j),(0.00326253575836483+0.0005304952364942581j),(-0.17671069672074516+0.9787946625563506j),(-0.06584635437053073+0.04967961703402225j),(-0.06584635437053073+0.04967961703402225j),(-0.17671069672074516+0.9787946625563506j),(0.00326253575836483+0.0005304952364942581j),(4.764102529330841e-05+0.00011605173972635109j),(-0.9914154117854029-0.0987358287171684j),(0.06583942611710111-0.049680371354020904j),(4.5987719293131715e-05+0.0001146059266269417j),(-0.0002048406645433761+1.700371812514018e-05j),1.5371741229481817
125,(-0.0001195611491001868-3.437436447178397e-05j),(-2.291110962914014e-05+0.00013636306645526235j),(0.07366309673591133-0.03639769570490678j),(-0.9669400864165498-0.24245920525887593j),(-2.1440125954666752e-05+0.00013793164984512483j),(0.002872762569600357+0.0011617696044455726j),(-0.39468181003892133+0.9133308368141436j),(-0.0736751007126577+0.036401070810280635j),(-0.0736751007126577+0.036401070810280635j),(-0.39468181003892133+0.9133308368141436j),(0.002872762569600357+0.0011617696044455726j),(-2.1440125954666752e-05+0.00013793164984512483j),(-0.9669400864165498-0.24245920525887593j),(0.07366309673591133-0.03639769570490678j),(-2.291110962914014e-05+0.00013636306645526235j),(-0.0001195611491001868-3.437436447178397e-05j),1.536679536679537
126,(-0.0001235817637964311-0.00018916985629871598j),(-9.704089852942681e-05+0.00012484052967068362j),(0.0789395266652929-0.02184955468574444j),(-0.9209375634138934-0.38053338276782217j),(-9.560226257338229e-05+0.00012647826916115988j),(0.002185049433577566+0.0013029809802493162j),(-0.5921734730920669+0.798967259533531j),(-0.07894403103695026+0.02185221397837703j),(-0.07894403103695026+0.02185221397837703j),(-0.5921734730920669+0.798967259533531j),(0.002185049433577566+0.0013029809802493162j),(-9.560226257338229e-05+0.00012647826916115988j),(-0.9209375634138934-0.38053338276782217j),(0.0789395266652929-0.02184955468574444j),(-9.704089852942681e-05+0.00012484052967068362j),(-0.0001235817637964311-0.00018916985629871598j),1.5361852685751047
127,(-0.00010155088670558723-0.00017361974141962702j),(-0.00016094655331731604+8.103241598456696e-05j),(0.08139034588544439-0.006744779394402583j),(-0.8554388758605804-0.5113952023419663j),(-0.00015968155146863487+8.262762640153082e-05j),(0.0012723398184077497+0.0011379864331954091j),(-0.7590400390116432+0.6434258305215614j),(-0.08139806378615638+0.006738679566971745j),(-0.08139806378615638+0.006738679566971745j),(-0.7590400390116432+0.6434258305215614j),(0.0012723398184077497+0.0011379864331954091j),(-0.00015968155146863487+8.262762640153082e-05j),(-0.8554388758605804-0.5113952023419663j),(0.08139034588544439-0.006744779394402583j),(-0.00016094655331731604+8.103241598456696e-05j),(-0.00010155088670558723-0.00017361974141962702j),1.5356913183279741
128,(4.7715986119766776e-05-0.0002528191805728457j),(-0.00020218410270321597+1.0538175193443408e-05j),(0.08088698324460368+0.00859517532222668j),(-0.7721042626115564-0.6305163355752209j),(-0.0002010673673983442+1.2253442913185336e-05j),(0.0006524752944757777+0.0005108467322858616j),(-0.8851083824182993+0.4537659448190864j),(-0.08089840653861427-0.008595684268274418j),(-0.08089840653861427-0.008595684268274418j),(-0.8851083824182993+0.4537659448190864j),(0.0006524752944757777+0.0005108467322858616j),(-0.0002010673673983442+1.2253442913185336e-05j),(-0.7721042626115564-0.6305163355752209j),(0.08088698324460368+0.00859517532222668j),(-0.00020218410270321597+1.0538175193443408e-05j),(4.7715986119766776e-05-0.0002528191805728457j),1.5351976856316298
129,(5.07143175951982e-05-0.00030686829823298834j),(-0.00021176690194550435-7.431065044264451e-05j),(0.0776627818331541+0.02352153029259055j),(-0.6713006308734293-0.73635332886821j),(-0.00021067660942485729-7.263425033791138e-05j),(0.00023875801657531734-0.000608700644263526j),(-0.9655434014319251+0.23976588249303296j),(-0.07766471914980248-0.02352386980196698j),(-0.07766471914980248-0.02352386980196698j),(-0.9655434014319251+0.23976588249303296j),(0.00023875801657531734-0.000608700644263526j),(-0.00021067660942485729-7.263425033791138e-05j),(-0.6713006308734293-0.73635332886821j),(0.0776627818331541+0.02352153029259055j),(-0.00021176690194550435-7.431065044264451e-05j),(5.07143175951982e-05-0.00030686829823298834j),1.5347043701799488
130,(0.00017139775216447225-0.00021777148135209624j),(-0.00018471614547479982-0.00015981580506260225j),(0.07163110024459099+0.03744417629518185j),(-0.5568865969306684-0.8269306314981266j),(-0.00018382470738891342-0.00015820518160813873j),(0.00032392868033573986-0.0017503407408666837j),(-0.9949079533199495+0.014101832995715394j),(-0.07163724088561615-0.037454454926020356j),(-0.07163724088561615-0.037454454926020356j),(-0.9949079533199495+0.014101832995715394j),(0.00032392868033573986-0.0017503407408666837j),(-0.00018382470738891342-0.00015820518160813873j),(-0.5568865969306684-0.8269306314981266j),(0.07163110024459099+0.03744417629518185j),(-0.00018471614547479982-0.00015981580506260225j),(0.00017139775216447225-0.00021777148135209624j),1.5342113716672021
131,(0.00027504454138992373-0.00026725055636927115j),(-0.00012406324130044555-0.0002315904238949371j),(0.06312546779382529+0.05008383813168231j),(-0.4303455232893774-0.8988962527249194j),(-0.00012322949574407332-0.0002299110835492674j),(0.0010919725954675289-0.002979796004380988j),(-0.9714735490957783-0.21326705017294645j),(-0.0631338132535333-0.05008628308011252j),(-0.0631338132535333-0.05008628308011252j),(-0.9714735490957783-0.21326705017294645j),(0.0010919725954675289-0.002979796004380988j),(-0.00012322949574407332-0.0002299110835492674j),(-0.4303455232893774-0.8988962527249194j),(0.06312546779382529+0.05008383813168231j),(-0.00012406324130044555-0.0002315904238949371j),(0.00027504454138992373-0.00026725055636927115j),1.5337186897880541
132,(0.00026297862814796266-0.00018220484753755372j),(-3.713584389405797e-05-0.0002757560063927001j),(0.05253674877891559+0.06078545681469128j),(-0.29403991395016293-0.9523657662393162j),(-3.630148924107197e-05-0.00027418191072909763j),(0.0022065283145887822-0.003916249140871556j),(-0.897969130402698-0.42912384202296333j),(-0.052534436906348035-0.060791469774123225j),(-0.052534436906348035-0.060791469774123225j),(-0.897969130402698-0.42912384202296333j),(0.0022065283145887822-0.003916249140871556j),(-3.630148924107197e-05-0.00027418191072909763j),(-0.29403991395016293-0.9523657662393162j),(0.05253674877891559+0.06078545681469128j),(-3.713584389405797e-05-0.0002757560063927001j),(0.00026297862814796266-0.00018220484753755372j),1.5332263242375606
133,(0.0003880388897549565-7.957376049301466e-05j),(6.41039426736623e-05-0.0002844449012242416j),(0.04004039876426591+0.06928146265887765j),(-0.15231423646963163-0.9852632000646571j),(6.481203712718806e-05-0.0002828781880152835j),(0.0038193669126100733-0.004227448857441567j),(-0.7762425206713875-0.6219039563977325j),(-0.04004439405311491-0.06929407321874416j),(-0.04004439405311491-0.06929407321874416j),(-0.7762425206713875-0.6219039563977325j),(0.0038193669126100733-0.004227448857441567j),(6.481203712718806e-05-0.0002828781880152835j),(-0.15231423646963163-0.9852632000646571j),(0.04004039876426591+0.06928146265887765j),(6.41039426736623e-05-0.0002844449012242416j),(0.0003880388897549565-7.957376049301466e-05j),1.5327342747111685
134,(0.00037721453778209724-7.656122367925981e-05j),(0.00016368318214559808-0.0002539311068157762j),(0.026304951012278883+0.07537103955978328j),(-0.006564540648191499-0.9965176826709741j),(0.00016441348167492103-0.0002523169921095256j),(0.005569269303454177-0.004074720133703503j),(-0.6139647239514197-0.7830757510031039j),(-0.02630781374717095-0.07537367906095564j),(-0.02630781374717095-0.07537367906095564j),(-0.6139647239514197-0.7830757510031039j),(0.005569269303454177-0.004074720133703503j),(0.00016441348167492103-0.0002523169921095256j),(-0.006564540648191499-0.9965176826709741j),(0.026304951012278883+0.07537103955978328j),(0.00016368318214559808-0.0002539311068157762j),(0.00037721453778209724-7.656122367925981e-05j),1.5322425409047162
135,(0.00033981896711817746+8.755876551911574e-05j),(0.00024728569680357635-0.0001866119171571839j),(0.01173298227799722+0.07864075807869815j),(0.13919771246196766-0.9872894115537242j),(0.00024798501545921544-0.00018506224686670728j),(0.007061536851407581-0.003132718995619512j),(-0.419950337405419-0.9020677500665825j),(-0.011725647683407872-0.07864892513968345j),(-0.011725647683407872-0.07864892513968345j),(-0.419950337405419-0.9020677500665825j),(0.007061536851407581-0.003132718995619512j),(0.00024798501545921544-0.00018506224686670728j),(0.13919771246196766-0.9872894115537242j),(0.01173298227799722+0.07864075807869815j),(0.00024728569680357635-0.0001866119171571839j),(0.00033981896711817746+8.755876551911574e-05j),1.5317511225144322
136,(0.0003892500477242728+0.00013363687744014048j),(0.0003014679113440188-9.203169626976685e-05j),(-0.0032490415936024873+0.07920526821960573j),(0.28147360095639423-0.9561643311588199j),(0.00030211398152946525-9.041918280821112e-05j),(0.008326992251043755-0.0016209823987474923j),(-0.20267344896929565-0.973858245411234j),(0.0032482485827822877-0.07921659192148596j),(0.0032482485827822877-0.07921659192148596j),(-0.20267344896929565-0.973858245411234j),(0.008326992251043755-0.0016209823987474923j),(0.00030211398152946525-9.041918280821112e-05j),(0.28147360095639423-0.9561643311588199j),(-0.0032490415936024873+0.07920526821960573j),(0.0003014679113440188-9.203169626976685e-05j),(0.0003892500477242728+0.00013363687744014048j),1.5312600192369348
137,(0.00025542505750913584+0.00016154142655656109j),(0.000317039435593495+1.7626473421796662e-05j),(-0.017895712104502536+0.0769814762690557j),(0.4186011613074784-0.9046599089662953j),(0.0003177124605745743+1.9263428669749577e-05j),(0.008859753226016126+0.00013917960313285005j),(0.02431744653169627-0.995051586092102j),(0.017899489916016805-0.07698184386112795j),(0.017899489916016805-0.07698184386112795j),(0.02431744653169627-0.995051586092102j),(0.008859753226016126+0.00013917960313285005j),(0.0003177124605745743+1.9263428669749577e-05j),(0.4186011613074784-0.9046599089662953j),(-0.017895712104502536+0.0769814762690557j),(0.000317039435593495+1.7626473421796662e-05j),(0.00025542505750913584+0.00016154142655656109j),1.5307692307692309
138,(0.00023675241609816782+0.00029406760921478367j),(0.00029182878734431203+0.0001264391874250345j),(-0.03189861063820056+0.07196745577182394j),(0.5460462759221745-0.8342371556323702j),(0.0002924075698427123+0.00012811050933210142j),(0.008674831313541931+0.002173952175684148j),(0.2502546125354365-0.9626986212245084j),(0.031909379060764714-0.07197341894349833j),(0.031909379060764714-0.07197341894349833j),(0.2502546125354365-0.9626986212245084j),(0.008674831313541931+0.002173952175684148j),(0.0002924075698427123+0.00012811050933210142j),(0.5460462759221745-0.8342371556323702j),(-0.03189861063820056+0.07196745577182394j),(0.00029182878734431203+0.0001264391874250345j),(0.00023675241609816782+0.00029406760921478367j),1.5302787568087153
139,(0.0001682778195578361+0.00025668237028770983j),(0.0002280869162109357+0.00021841611481203445j),(-0.04469656028801192+0.06457067204426596j),(0.6619230922496736-0.7450950274794349j),(0.000228661191355684+0.00022018464671750415j),(0.007909133002857999+0.0038916649103596292j),(0.463755956265638-0.880593829582529j),(0.04469670908576765-0.06457755940614326j),(0.04469670908576765-0.06457755940614326j),(0.463755956265638-0.880593829582529j),(0.007909133002857999+0.0038916649103596292j),(0.000228661191355684+0.00022018464671750415j),(0.6619230922496736-0.7450950274794349j),(-0.04469656028801192+0.06457067204426596j),(0.0002280869162109357+0.00021841611481203445j),(0.0001682778195578361+0.00025668237028770983j),1.5297885970531713
140,(-8.101993850261278e-07+0.000274844503467362j),(0.00013514550774607425+0.00028121344102002025j),(-0.0557448832102048+0.05486882077408323j),(0.7641294128275632-0.640611131064586j),(0.00013565385820575118+0.0002829759356469193j),(0.006399734222752316+0.005147732881636459j),(0.6517021154871614-0.7519723446780003j),(0.05575205689791498-0.05486559090030181j),(0.05575205689791498-0.05486559090030181j),(0.6517021154871614-0.7519723446780003j),(0.006399734222752316+0.005147732881636459j),(0.00013565385820575118+0.0002829759356469193j),(0.7641294128275632-0.640611131064586j),(-0.0557448832102048+0.05486882077408323j),(0.00013514550774607425+0.00028121344102002025j),(-8.101993850261278e-07+0.000274844503467362j),1.5292987512007685
141,(-8.38685463851414e-06+0.0002764194740140377j),(2.6694932342533014e-05+0.00030508355509905574j),(-0.06487412205008633+0.0432833430587322j),(0.849108041775775-0.5222383029857176j),(2.7070012232707286e-05+0.00030696284372476007j),(0.004674205482211995+0.005879486483219588j),(0.8062342157331658-0.5829768658170691j),(0.06488542435566537-0.04328845372678227j),(0.06488542435566537-0.04328845372678227j),(0.8062342157331658-0.5829768658170691j),(0.004674205482211995+0.005879486483219588j),(2.7070012232707286e-05+0.00030696284372476007j),(0.849108041775775-0.5222383029857176j),(-0.06487412205008633+0.0432833430587322j),(2.6694932342533014e-05+0.00030508355509905574j),(-8.38685463851414e-06+0.0002764194740140377j),1.5288092189500644
142,(-0.00010667928217809972+0.00014035364248345998j),(-8.247851556250734e-05+0.00028741048806431687j),(-0.07158444830431826+0.030336082085657433j),(0.9165395648592934-0.39214316810007477j),(-8.210974102690749e-05+0.000289353318860788j),(0.002902726048906336+0.005714697847558065j),(0.9182451534623242-0.38437531132938907j),(0.07158605617601389-0.030336881359594673j),(0.07158605617601389-0.030336881359594673j),(0.9182451534623242-0.38437531132938907j),(0.002902726048906336+0.005714697847558065j),(-8.210974102690749e-05+0.000289353318860788j),(0.9165395648592934-0.39214316810007477j),(-0.07158444830431826+0.030336082085657433j),(-8.247851556250734e-05+0.00028741048806431687j),(-0.00010667928217809972+0.00014035364248345998j),1.5283200000000001
143,(-0.0001912286165879208+0.0001412472249774102j),(-0.00017577902146455953+0.00023177284398115432j),(-0.07571447189759384+0.016289027209701018j),(0.964168864064182-0.2544299936032103j),(-0.0001755874181497286+0.00023368863855483137j),(0.001253592697597882+0.004997923477167837j),(0.981133361045204-0.16466797039166448j),(0.07572366867959503-0.016282177543879294j),(0.07572366867959503-0.016282177543879294j),(0.981133361045204-0.16466797039166448j),(0.001253592697597882+0.004997923477167837j),(-0.0001755874181497286+0.00023368863855483137j),(0.964168864064182-0.2544299936032103j),(-0.07571447189759384+0.016289027209701018j),(-0.00017577902146455953+0.00023177284398115432j),(-0.0001912286165879208+0.0001412472249774102j),1.527831094049904
144,(-0.00013374634223689864+2.3473906108407283e-05j),(-0.00024046898646500246+0.00014612990172758875j),(-0.0772341629233406+0.0018273926099574736j),(0.9906151833006206-0.11056425209702486j),(-0.000240429710126969+0.00014818584677749256j),(0.00026934802047913833+0.0037783133075107674j),(0.9934042239971549+0.06372508333570019j),(0.07724319443277267-0.0018285679925001744j),(0.07724319443277267-0.0018285679925001744j),(0.9934042239971549+0.06372508333570019j),(0.00026934802047913833+0.0037783133075107674j),(-0.000240429710126969+0.00014818584677749256j),(0.9906151833006206-0.11056425209702486j),(-0.0772341629233406+0.0018273926099574736j),(-0.00024046898646500246+0.00014612990172758875j),(-0.00013374634223689864+2.3473906108407283e-05j),1.5273425007994883
145,(-0.00020799496602771846-0.00011247276618384631j),(-0.00026827444530131274+4.469639308886681e-05j),(-0.07590976840437365-0.012593954321150656j),(0.9965953465169478+0.035563749990016796j),(-0.0002682814660004562+4.672088310885963e-05j),(-0.00019067123627931163+0.0021812594948480706j),(0.9525492795948352+0.28806028991021454j),(0.07591020881999123+0.012599798667965095j),(0.07591020881999123+0.012599798667965095j),(0.9525492795948352+0.28806028991021454j),(-0.00019067123627931163+0.0021812594948480706j),(-0.0002682814660004562+4.672088310885963e-05j),(0.9965953465169478+0.035563749990016796j),(-0.07590976840437365-0.012593954321150656j),(-0.00026827444530131274+4.469639308886681e-05j),(-0.00020799496602771846-0.00011247276618384631j),1.526854219948849
146,(-0.00011353045524988272-0.00010910908251208851j),(-0.00025527047274788905-5.746907988893425e-05j),(-0.0719832641671085-0.02656178836208387j),(0.9804610549051745+0.18045727005082218j),(-0.0002555216538935653-5.5480831774724195e-05j),(2.405997244260423e-05+0.0007948994953463793j),(0.8614765650933256+0.4982645836395017j),(0.07198849160305014+0.026570576814017137j),(0.07198849160305014+0.026570576814017137j),(0.8614765650933256+0.4982645836395017j),(2.405997244260423e-05+0.0007948994953463793j),(-0.0002555216538935653-5.5480831774724195e-05j),(0.9804610549051745+0.18045727005082218j),(-0.0719832641671085-0.02656178836208387j),(-0.00025527047274788905-5.746907988893425e-05j),(-0.00011353045524988272-0.00010910908251208851j),1.526366251198466
